,الرقم,التقييم,عدد المقيمين,المساحة,اسم العقار,الحي,سعر الليلة,المدينة,التصنيف
1620,946,8.0,27,75,استديو بأثاث مريح وبسيط,حي البوادي,138,جدة,استديو
1621,947,8.6,11,50,غرفة خاصة بمرافق مشتركة للرجال,حي المروة,109,جدة,شقة
1622,948,10.0,20,50,شقة بغرفة نوم وصالة,حي الصالحية,225,جدة,شقة
1623,949,10.0,21,30,استديو بأثاث مريح وبسيط,الحمدانية,220,جدة,استديو
1624,950,9.6,8,176,شقة بصالة وغرف نوم,درة العروس,"1,000",جدة,شقة
1625,951,10.0,1,70,شقة بغرفة جلوس وغرفة نوم,حي الصفا,300,جدة,شقة
1626,952,9.9,3,75,شقة بغرفة نوم وصالة وبأثاث بسيط,حي المروة,151,جدة,شقة
1627,953,10.0,1,60,شقة بغرفة نوم وصالة وبأثاث بسيط,حي المروة,151,جدة,شقة
1628,954,9.0,9,75,استديو بسرير ماستر  وبأثاث مريح,حي المروة,143,جدة,استديو
1629,955,10.0,1,60,غرفة نوم بسرير ماستر ودخول ذاتي,حي السلامة,250,جدة,شقة
1630,956,8.1,37,75,شقة بغرفة نوم مطلة على البحر,حي الشاطئ,990,جدة,شقة
1631,957,9.5,35,75,كوخ بجلسة مطلة على المسبح,حي الحرازات,910,جدة,كوخ
1632,958,9.8,31,50,شقة بصالة جلوس وغرفة نوم,حي الواحة,365,جدة,شقة
1633,959,9.4,111,60,شقة بصالة وغرفتين نوم دخول ذاتي,حي المروة,290,جدة,شقة
1634,960,0.0,0,50,استديو بتصميم انيق ودخول ذاتي,حي البوادي,500,جدة,استديو
1635,961,9.8,40,50,شقة بتصميم هادئ - دخول ذاتي,حي السلامة,350,جدة,شقة
1636,962,9.3,77,50,غرفة بسرير ماستر وجلسة,حي البوادي,180,جدة,شقة
1637,963,8.9,9,50,شقة بغرفتين نوم وصالة جلوس,حي السلامة,249,جدة,شقة
1638,964,9.1,35,20,استديو بسرير ماستر وأثاث مريح,حي الحمراء,230,جدة,استديو
1639,965,9.6,46,60,شقة بغرفة معيشة وغرفة نوم,حي الفيصلية,300,جدة,شقة
1640,966,10.0,14,75,شقة بغرفة نوم وصالة,حي مشرفة,280,جدة,شقة
1641,967,9.9,9,50,شقة بغرفة نوم وصالة,حي النعيم,250,جدة,شقة
1642,968,8.4,21,60,شقة بغرفة معيشة وغرفتين نوم,حي الروابي,199,جدة,شقة
1643,969,7.9,5,60,شقة أنيقة بصالة وغرف نوم,حي السلامة,320,جدة,شقة
1644,970,9.9,11,75,شقة بصالة وغرفة نوم,حي الصفا,225,جدة,شقة
1645,971,10.0,1,25,استديو بسرير مزدوج و أثاث مريح,حي المروة,199,جدة,استديو
1646,972,10.0,2,60,شقة بصالة وثلاث غرف نوم بموقع مميز,درة العروس,"1,100",جدة,شقة
1647,973,10.0,12,50,شقة بغرفة جلوس وغرفة نوم,حي الصالحية,225,جدة,شقة
1648,974,7.6,2,75,شقة هادئة بصالة وغرفة نوم,حي الورود,350,جدة,شقة
1649,975,0.0,0,60,شقة بصالة أنيقة وإطلالة مميزة,حي الشاطئ,"1,200",جدة,شقة
1650,976,10.0,3,70,استديو بأجواء وموقع مميز,حي الصفا,240,جدة,استديو
1651,977,10.0,3,60,شقة بصالة أنيقة وغرفتين نوم,حي الواحة,591.84,جدة,شقة
1652,978,9.2,5,50,شقة بصالة وغرفة نوم وبأثاث بسيط,حي المروة,159,جدة,شقة
1653,979,9.7,9,60,استديو مريح لليلة جميلة ومميزة,حي المروة,143,جدة,استديو
1654,980,4.8,1,60,شقة بثلاث غرف نوم وصاله,حي النزهة,700,جدة,شقة
1655,981,10.0,1,60,شقة بغرفة نوم وصالة,حي الريان,288,جدة,شقة
1656,982,5.3,1,25,استديو مريح لليلة جميلة ومميزة,حي النهضة,240,جدة,استديو
1657,983,0.0,0,60,استديو بأثاث مريح وبسيط,حي الوفاء,225,جدة,استديو
1658,984,0.0,0,50,شقة أنيقة بصالة وغرف نوم ومجلس,حي الفلاح,528,جدة,شقة
1659,985,0.0,0,75,استديو هادئ بسرير ماستر,حي الفلاح,304,جدة,استديو
1660,986,0.0,0,50,استديو بسرير مريح ودخول ذاتي,حي النهضة,290,جدة,استديو
1661,987,9.4,32,60,شاليه بألعاب مائية و جلسة خارجية,حي ابحر الشمالية,900,جدة,شاليه
1662,988,9.4,144,50,شقة بصالة جلوس وغرفتين نوم,حي المروة,290,جدة,شقة
1663,989,9.8,147,100,استديو مريح لليلة جميلة ومميزة,حي الكوثر,210,جدة,استديو
1664,990,9.7,20,75,شقة بصالة و غرفة نوم,حي السلامة,350,جدة,شقة
1665,991,8.1,114,30,شقة,حي البوادي,139,جدة,شقة
1666,992,7.3,20,75,غرفة لشخص واحد,حي مريخ,79,جدة,شقة
1667,993,9.3,33,50,شقة بغرفتين نوم وصالة,حي الاندلس,450,جدة,شقة
1668,994,9.5,75,60,شاليه بجلسة تطل على مسبح خارجي,حي الحرازات,500,جدة,شاليه
1669,995,8.3,9,60,شقة بصالة وغرفة نوم,حي المروة,236,جدة,شقة
1670,996,9.4,74,50,استديو بأثاث مريح وبسيط,حي الربوة,230,جدة,استديو
1671,997,9.9,45,35,استديو بسرير ماستر وأثاث مريح,حي المنار,257,جدة,استديو
1672,998,6.7,18,175,شاليه بصالة جلوس وغرفتين نوم,درة العروس,994,جدة,شاليه
1673,999,9.7,22,75,شقة بغرفة نوم وصالة,حي الرياض,220,جدة,شقة
1674,1000,9.9,21,60,شقة بصالة انيقة وغرفة نوم,حي المنار,275,جدة,شقة
1675,1001,9.4,10,60,استديو هادئ بأثاث انيق,حي العدل,202,جدة,استديو
1676,1002,0.0,0,50,شاليه بجلسة خارجية وإطلالة على البحر,درة العروس,"2,800",جدة,شاليه
1677,1003,8.2,14,50,شقة بصالة وغرفة نوم,حي مشرفة,299,جدة,شقة
1678,1004,8.8,5,75,شقة بغرفة نوم وصالة وبأثاث مريح,حي المروة,159,جدة,شقة
1679,1005,9.0,15,75,استديو باثاث مريح وبسيط,حي المروة,143,جدة,استديو
1680,1006,8.4,10,75,استديو بسرير ماستر,حي الحمراء,210,جدة,استديو
1681,1007,0.0,0,65,شقة بغرفة نوم وصالة,حي المروة,300,جدة,شقة
1682,1008,0.0,0,40,استديو بسرير ماستر ودخول ذاتي,حي البوادي,250,جدة,استديو
1683,1009,0.0,0,60,شقة بثلاث غرف نوم وصالة,حي النسيم,500,جدة,شقة
1684,1010,9.6,11,60,شالية انيق و بتصميم مميز,حي الحرازات,950,جدة,شاليه
1685,1011,9.8,15,60,استراحة بصاله جلوس,حي المحاميد,210,جدة,استراحة
1686,1012,9.8,2,75,كوخ ريفي بمسبحين متكامل وانيق,حي الحرازات,"1,100",جدة,كوخ
1687,1013,9.9,39,50,استديو بسرير ماستر وجلسة جانبية,الحمدانية,239,جدة,استديو
1688,1014,9.2,39,70,شقة بغرفة معيشة وغرفة نوم,حي الصفا,300,جدة,شقة
1689,1015,9.8,24,75,شاليه بمسطح اخضر وجلسة خارجية,حي الاجاويد,750,جدة,شاليه
1690,1016,9.3,21,40,استديو بسرير مفرد وجلسة,حي السلامة,280,جدة,استديو
1691,1017,7.1,4,75,استديو بأثاث مريح وبسيط,حي الشرفية,229,جدة,استديو
1692,1018,9.8,48,75,شقة بصالة انيقة ودخول ذاتي,حي النزهة,270,جدة,شقة
1693,1019,9.6,43,60,شقة بصالة أنيقة وغرفة نوم,حي المنار,200,جدة,شقة
1694,1020,10.0,2,75,شقة بصالة جلوس وغرفتين نوم,حي الصفا,279,جدة,شقة
1695,1021,10.0,30,60,استديو هادئ بدخول ذاتي,حي النخيل,189,جدة,استديو
1696,1022,9.7,41,75,شقة هادئة بصالة وغرفة نوم,حي النزهة,270,جدة,شقة
1697,1023,9.7,15,50,استديو بأثاث مريح وبسيط,حي الربوة,195,جدة,استديو
1698,1024,6.1,3,75,استديو بسرير ماستر وجلسة,حي الصفا,180,جدة,استديو
1699,1025,7.3,4,35,استديو هادئ بسرير ماستر,حي ابحر الشمالية,300,جدة,استديو
1700,1026,9.8,18,50,أستديو بدخول ذاتي,حي المروة,200,جدة,استديو
1701,1027,10.0,4,35,استديو بسرير ماستر وجلسة جانبية,حي المروة,280,جدة,استديو
1702,1028,9.5,2,30,استديو هادئ بدخول ذاتي,حي الواحة,189,جدة,استديو
1703,1029,7.8,3,75,شقة بغرفتين نوم وصالة جلوس,حي السلامة,190,جدة,شقة
1704,1030,0.0,0,60,شقة بغرفتين نوم وصالة,حي السلامة,199,جدة,شقة
1705,1031,0.0,0,75,شقة هادئة بصالة وغرفتين نوم,حي الصالحية,350,جدة,شقة
1706,1032,8.0,1,125,شقة بغرفة نوم وصالة,حي الامواج,257,جدة,شقة
1707,1033,0.0,0,60,شقة بغرفة نوم ودخول ذاتي,حي البوادي,180,جدة,شقة
1708,1034,0.0,0,60,شقة بتصميم هادئ وصالة مريحة,حي السلامة,350,جدة,شقة
1709,1035,0.0,0,40,شقة بغرفة نوم وصالة ودخول ذاتي,حي الصفا,296,جدة,شقة
1710,1036,0.0,0,20,استديو بأثاث مريح وبسيط,حي الفيصلية,135,جدة,استديو
1711,1037,0.0,0,20,استديو بأثاث مريح وبسيط,حي الفيصلية,135,جدة,استديو
1712,1038,0.0,0,50,استديو بسرير ماستر,حي السامر,197,جدة,استديو
1713,1039,0.0,0,75,شقة بصالة جلوس وغرفتين نوم,حي الحمراء,350,جدة,شقة
1714,1040,0.0,0,75,شقة بصالة وغرفة نوم,حي المروة,561,جدة,شقة
1715,1041,0.0,0,50,استديو بسرير ماستر ودخول ذاتي,حي الحرازات,160,جدة,استديو
1716,1042,10.0,18,50,شقة بغرفة نوم وصالة,حي الشرفية,350,جدة,شقة
1717,1043,8.2,143,60,شاليه بمسبح والعاب مائية,حي الحرازات,600,جدة,شاليه
1718,1044,9.7,5,50,شقة بصاله و غرفة نوم,حي الصفا,290,جدة,شقة
1719,1045,9.9,105,60,شاليه بصالة مطلة على المسبح,حي الحرازات,999,جدة,شاليه
1720,1046,6.2,6,75,شاليه بألعاب اطفال ومسبح خارجي,الحمدانية,600,جدة,شاليه
1721,1047,10.0,6,40,استديو بسرير ماستر وجلسة,حي الروضه,280,جدة,استديو
1722,1048,9.4,56,40,استديو بسرير ماستر وجلسة,حي السلامة,200,جدة,استديو
1723,1049,9.4,55,60,شقة بصالة وغرفة نوم,حي النزهة,250,جدة,شقة
1724,1050,9.5,46,75,شاليه بألعاب مائية ومسبح,الفنار,820,جدة,شاليه
1725,1051,8.7,5,75,شقة أنيقة بصالة وغرفة نوم,حي طيبة,267,جدة,شقة
1726,1052,9.9,30,25,استديو مريح لليلة جميلة ومميزة,حي السلامة,215,جدة,استديو
1727,1053,9.9,35,75,شقة هادئة بصالة وغرفة نوم,حي الزهراء,412,جدة,شقة
1728,1054,9.7,3,30,استديو بأثاث مريح وبسيط,حي الريان,172,جدة,استديو
1729,1055,9.7,17,60,شقة بغرفة نوم وصالة جلوس,حي النسيم,314,جدة,شقة
1730,1056,10.0,10,34,استديو بأثاث مريح,حي العدل,262,جدة,استديو
1731,1057,9.9,7,40,استديو مريح لليلة جميلة ومميزة,الحمدانية,250,جدة,استديو
1732,1058,10.0,2,60,شقة هادئة بصالة وغرفتين نوم,حي المنار,380,جدة,شقة
1733,1059,10.0,2,60,شقة أنيقه بدخول ذاتي,حي الواحة,525,جدة,شقة
1734,1060,9.4,4,60,استديو بسرير ماستر,حي الربوة,180,جدة,استديو
1735,1061,8.7,55,60,شقة بغرفتين نوم وبلكونه,ابحر الشمالية,799,جدة,شقة
1736,1062,8.8,183,20,استديو بسرير مفرد وجلسة جانبية,حي البوادي,150,جدة,استديو
1737,1063,8.4,75,200,شاليه بصاله وإطلاله على البحر,درة العروس,950,جدة,شاليه
1738,1064,9.7,114,60,غرفة بأجواء دافئة ومريحة,حي البوادي,180,جدة,شقة
1739,1065,8.6,93,50,شالية بغرفة نوم مطله على المسبح,حي خليج سلمان,520,جدة,شاليه
1740,1066,10.0,1,30,استديو مريح لليلة جميلة ومميزة,حي البوادي,223,جدة,استديو
1741,1067,9.5,34,60,استديو بسرير ماستر وتصميم هادئ,حي النعيم,230,جدة,استديو
1742,1068,9.6,5,75,شقة بصالة وغرفتين نوم,حي الربوة,250,جدة,شقة
1743,1069,0.0,0,50,شاليه بألعاب مائية وجلسة,حي الرحمانية,436,جدة,شاليه
1744,1070,9.5,5,50,استديو بسرير ماستر ودخول ذاتي,حي البوادي,199,جدة,استديو
1745,1071,9.2,8,75,استديو بسرير ماستر وخدمة انترنت,حي البوادي,199,جدة,استديو
1746,1072,8.8,1,60,استديو بأثاث مريح وبسيط,حي البوادي,199,جدة,استديو
1747,1073,10.0,22,33,استوديو هادئ بسريرين فردية,حي الامير فواز الشمالى,262,جدة,استديو
1748,1074,8.2,9,60,غرفة خاصة للرجال بشقة مشتركة,حي الروابي,90,جدة,شقة
1749,1075,9.8,15,80,شقة بصالة وبإطلالة على البحر,درة العروس,824,جدة,شقة
1750,1076,9.5,8,50,شقة بصالة وغرفة نوم,حي الصفا,300,جدة,شقة
1751,1077,8.8,1,50,شقة بتصميم أنيق وغرفتين نوم,حي الزهراء,249,جدة,شقة
1752,1078,10.0,3,20,استديو هادئ بدخول ذاتي,حي السلامة,150,جدة,استديو
1753,1079,9.6,8,60,شقة بصالة وغرفتين نوم,حي الصفا,185,جدة,شقة
1754,1080,9.7,5,20,استديو بسرير ماستر وجلسة مريحة,حي البوادي,160,جدة,استديو
1755,1081,0.0,0,50,شقة بغرفتين نوم وصالة,حي السلامة,199,جدة,شقة
1756,1082,0.0,0,50,شقة بغرفتين نوم وصالة,حي السلامة,199,جدة,شقة
1757,1083,0.0,0,50,شقة بغرفتين نوم وصالة,حي السلامة,199,جدة,شقة
1758,1084,7.3,1,75,شقة بغرفة نوم وصالة,حي السلامة,125,جدة,شقة
1759,1085,0.0,0,25,شقة بغرفة نوم وصالة ببروجكتر,حي الفيصلية,405,جدة,شقة
1760,1086,0.0,0,35,شقة بغرفة نوم وصالة مريحة,حي الفيصلية,405,جدة,شقة
1761,1087,0.0,0,50,استديو بسريرين فردية و دخول ذاتي,حي الحرازات,160,جدة,استديو
1762,1088,0.0,0,27,استديو هادئ بسرير ماستر,حي السلامة,164,جدة,استديو
1763,1089,0.0,0,60,شقة بغرفتين نوم وصالة,حي الروضه,310,جدة,شقة
1764,1090,0.0,0,60,شقة ببروجكتر وغرفة ماستر,حي الروضه,261,جدة,شقة
1765,1091,0.0,0,50,غرفة لشخص واحد بدخول ذاتي,حي المروة,175,جدة,شقة
